physics_marks,math_marks,english_marks,total_score
33,94,39,166
59,73,87,219
41,52,43,136
64,86,68,218
81,76,60,217
60,42,79,181
97,45,45,187
81,84,80,245
36,94,44,174
51,45,67,163
85,66,50,201
87,81,45,213
93,39,96,228
41,67,94,202
36,73,42,151
84,83,93,260
91,80,90,261
84,81,61,226
65,99,41,205
53,88,70,211
73,42,95,210
46,70,37,153
31,41,88,160
42,79,54,175
60,86,34,180
57,79,74,210
89,86,31,206
56,83,71,210
44,95,67,206
62,37,32,131
49,92,75,216
71,38,51,160
41,89,62,192
52,92,61,205
43,32,46,121
54,42,85,181
60,38,32,130
83,81,99,263
34,91,78,203
42,37,84,163
57,74,60,191
72,82,50,204
76,92,45,213
67,86,46,199
96,83,30,209
91,48,94,233
68,96,95,259
66,75,66,207
37,39,53,129
81,47,91,219
62,41,50,153
71,78,66,215
56,52,64,172
37,91,67,195
52,40,82,174
93,85,44,222
49,84,71,204
45,54,33,132
46,38,68,152
48,41,52,141
37,40,44,121
67,67,41,175
67,57,99,223
82,37,83,202
60,76,67,203
73,65,57,195
89,79,48,216
46,38,98,182
68,89,93,250
71,96,33,200
77,82,39,198
41,46,41,128
47,82,98,227
35,57,36,128
72,92,73,237
64,44,52,160
83,48,31,162
91,99,66,256
98,76,98,272
45,77,49,171
37,49,73,159
60,66,99,225
39,31,80,150
85,93,60,238
99,65,70,234
49,34,87,170
34,93,34,161
52,36,62,150
38,99,72,209
87,51,48,186
88,75,61,224
83,69,32,184
75,90,30,195
51,75,70,196
93,57,77,227
37,64,68,169
49,30,34,113
80,58,40,178
68,38,51,157
66,38,93,197
79,51,41,171
63,92,82,237
62,95,84,241
60,87,82,229
83,99,50,232
73,84,48,205
63,42,98,203
91,48,95,234
52,62,88,202
75,94,78,247
85,89,88,262
36,41,52,129
90,72,32,194
32,46,85,163
67,97,87,251
63,58,91,212
73,84,47,204
59,36,90,185
46,73,66,185
88,34,83,205
39,89,94,222
47,35,43,125
74,36,34,144
88,75,91,254
91,86,30,207
88,83,92,263
78,75,96,249
92,39,49,180
61,33,72,166
39,96,71,206
40,54,98,192
99,90,68,257
91,67,91,249
76,61,77,214
63,52,35,150
46,66,71,183
83,32,87,202
69,42,72,183
48,63,39,150
96,94,68,258
82,37,42,161
93,38,68,199
76,57,40,173
35,47,45,127
45,71,62,178
47,70,89,206
81,99,88,268
77,62,80,219
72,83,44,199
68,65,72,205
78,85,56,219
41,46,85,172
39,39,89,167
84,73,99,256
30,31,76,137
78,43,37,158
65,70,92,227
50,31,36,117
66,48,31,145
53,30,46,129
84,31,33,148
54,56,55,165
36,31,98,165
53,80,34,167
40,39,34,113
41,48,98,187
64,42,32,138
92,77,67,236
97,85,30,212
86,85,37,208
42,79,42,163
52,74,99,225
68,88,79,235
41,68,37,146
63,50,59,172
60,84,69,213
91,86,62,239
42,70,81,193
60,99,62,221
31,78,66,175
44,73,99,216
86,64,98,248
63,34,33,130
97,80,89,266
58,86,60,204
95,87,43,225
45,65,89,199
68,39,97,204
66,79,55,200
50,66,53,169
73,49,85,207
48,42,38,128
37,48,64,149
95,85,53,233
70,74,60,204
99,89,95,283
90,97,95,282
55,86,70,211
99,83,65,247
58,66,63,187
95,66,68,229
48,43,52,143
97,73,73,243
87,71,99,257
99,30,87,216
86,52,88,226
66,93,55,214
90,57,51,198
59,33,69,161
54,70,40,164
94,89,38,221
35,47,41,123
47,92,55,194
39,90,67,196
40,78,32,150
94,76,44,214
94,68,76,238
81,35,34,150
96,82,83,261
60,54,53,167
46,94,40,180
84,34,62,180
65,94,86,245
55,37,81,173
82,68,93,243
46,72,72,190
54,34,73,161
31,33,65,129
34,30,41,105
33,85,85,203
65,74,32,171
35,94,79,208
50,32,58,140
55,51,45,151
84,85,69,238
68,47,56,171
62,54,99,215
43,77,71,191
85,60,86,231
50,59,39,148
75,95,67,237
45,39,37,121
45,88,47,180
58,80,46,184
37,38,87,162
32,83,95,210
48,91,73,212
95,38,38,171
51,38,77,166
75,53,68,196
42,68,35,145
62,37,59,158
34,54,47,135
56,95,72,223
53,39,62,154
96,53,82,231
92,88,85,265
77,60,48,185
92,40,98,230
41,35,55,131
57,99,58,214
73,61,53,187
72,68,35,175
46,77,83,206
69,42,68,179
78,88,33,199
86,96,87,269
93,85,77,255
86,70,89,245
99,85,55,239
72,64,69,205
52,67,85,204
56,96,68,220
87,63,68,218
66,99,77,242
35,40,54,129
94,56,63,213
35,77,50,162
79,53,54,186
51,47,51,149
54,56,52,162
80,83,54,217
77,84,55,216
99,50,59,208
94,88,67,249
89,63,63,215
75,87,44,206
65,77,73,215
87,83,39,209
67,47,66,180
40,32,36,108
41,53,61,155
71,30,40,141
68,35,77,180
40,48,97,185
65,72,77,214
81,37,74,192
60,98,62,220
62,81,33,176
42,76,76,194
47,57,82,186
70,75,60,205
87,33,60,180
85,37,56,178
53,90,77,220
60,46,65,171
84,63,78,225
39,49,60,148
89,63,73,225
31,72,88,191
44,39,52,135
32,59,97,188
72,54,71,197
60,86,71,217
99,92,42,233
96,76,30,202
85,32,82,199
92,75,69,236
44,65,75,184
39,55,51,145
67,39,81,187
76,63,57,196
86,37,82,205
79,84,92,255
44,39,46,129
47,86,93,226
31,74,35,140
72,79,43,194
55,93,46,194
67,31,67,165
71,74,98,243
34,91,42,167
40,43,82,165
94,44,38,176
63,43,73,179
30,60,55,145
31,58,48,137
49,56,77,182
90,38,59,187
50,49,61,160
97,87,98,282
41,78,40,159
51,86,55,192
49,45,55,149
30,37,46,113
59,96,73,228
53,48,52,153
43,96,54,193
65,65,66,196
98,89,94,281
53,65,31,149
89,40,61,190
84,80,84,248
53,84,79,216
53,83,94,230
83,46,61,190
55,91,66,212
95,71,42,208
67,53,83,203
94,46,32,172
80,77,71,228
64,99,69,232
72,36,95,203
58,43,89,190
66,40,40,146
87,41,30,158
83,34,55,172
68,34,71,173
71,49,91,211
57,83,90,230
58,84,91,233
72,87,41,200
32,59,56,147
39,53,96,188
88,32,57,177
43,77,95,215
76,51,57,184
71,43,50,164
61,77,36,174
61,58,43,162
71,79,68,218
61,39,91,191
55,56,41,152
30,57,67,154
85,38,87,210
31,55,85,171
59,37,68,164
81,31,33,145
38,86,77,201
51,81,36,168
63,87,89,239
78,32,69,179
30,37,37,104
82,88,87,257
69,31,86,186
74,91,64,229
97,78,42,217
38,49,68,155
51,58,50,159
47,46,76,169
72,51,31,154
68,35,73,176
35,91,59,185
77,60,84,221
36,91,69,196
98,41,53,192
45,41,71,157
30,92,57,179
66,45,80,191
66,54,51,171
93,51,37,181
91,47,43,181
90,74,74,238
62,97,67,226
95,41,61,197
59,78,91,228
49,62,96,207
89,92,90,271
53,47,42,142
33,83,76,192
66,56,83,205
33,54,81,168
47,63,54,164
95,89,52,236
77,83,59,219
62,34,40,136
87,65,64,216
57,83,56,196
64,65,96,225
39,98,76,213
94,68,79,241
71,99,37,207
38,33,84,155
89,94,71,254
44,69,96,209
86,66,49,201
98,96,74,268
51,60,64,175
93,76,49,218
70,56,53,179
85,80,86,251
52,49,84,185
54,42,38,134
35,92,45,172
63,73,84,220
92,53,87,232
38,32,93,163
89,39,78,206
78,94,58,230
80,78,36,194
89,87,98,274
99,31,31,161
66,95,62,223
60,60,77,197
70,97,66,233
91,66,59,216
87,53,70,210
43,73,33,149
65,70,68,203
65,80,53,198
37,71,79,187
55,69,66,190
65,77,82,224
77,33,54,164
57,89,60,206
97,68,67,232
91,34,87,212
80,35,82,197
71,43,79,193
58,99,33,190
39,41,81,161
68,91,60,219
30,56,43,129
68,83,30,181
50,41,72,163
94,37,88,219
44,45,90,179
33,81,70,184
89,55,47,191
90,37,89,216
49,74,98,221
39,48,88,175
63,46,71,180
77,94,65,236
62,58,69,189
90,43,59,192
39,46,40,125
83,42,54,179
94,92,74,260
30,62,80,172
34,58,72,164
44,66,95,205
57,75,76,208
52,53,53,158
46,43,66,155
42,34,85,161
43,82,75,200
40,59,57,156
57,89,81,227
71,57,44,172
90,55,74,219
93,47,87,227
60,65,96,221
39,37,70,146
37,47,94,178
50,87,69,206
88,61,34,183
79,78,57,214
98,77,67,242
99,94,47,240
59,62,66,187
46,79,56,181
49,33,54,136
77,65,98,240
31,57,56,144
66,32,83,181
30,35,36,101
33,74,56,163
83,52,88,223
54,36,60,150
32,90,97,219
38,94,33,165
63,35,47,145
72,53,92,217
51,66,81,198
99,74,92,265
31,80,74,185
95,74,41,210
61,92,37,190
45,58,51,154
30,54,70,154
77,39,70,186
79,64,86,229
42,84,61,187
44,54,84,182
82,74,35,191
73,41,68,182
37,33,38,108
75,96,61,232
98,46,65,209
48,94,45,187
67,82,41,190
40,86,70,196
72,57,96,225
49,45,87,181
49,50,38,137
50,71,46,167
86,83,34,203
79,61,55,195
55,67,30,152
59,99,30,188
60,67,64,191
71,83,38,192
97,89,67,253
90,76,33,199
90,41,81,212
99,82,48,229
97,62,34,193
46,57,77,180
48,32,92,172
80,55,67,202
99,83,81,263
92,69,75,236
59,95,38,192
54,97,79,230
55,76,95,226
85,31,67,183
51,71,56,178
48,63,49,160
60,50,91,201
55,73,45,173
71,31,42,144
70,88,49,207
52,45,53,150
76,49,79,204
42,55,36,133
95,45,58,198
95,99,34,228
45,52,64,161
57,71,94,222
64,66,99,229
70,35,36,141
60,66,73,199
61,51,42,154
83,35,67,185
88,61,42,191
70,46,83,199
95,67,73,235
83,46,42,171
69,66,54,189
57,52,53,162
66,78,58,202
94,90,99,283
84,78,47,209
33,90,34,157
39,61,47,147
76,92,92,260
43,36,66,145
67,51,84,202
41,35,41,117
74,90,81,245
46,43,86,175
64,45,75,184
95,32,73,200
70,38,53,161
96,76,38,210
58,71,41,170
47,71,38,156
49,52,51,152
43,32,46,121
63,30,62,155
78,96,76,250
83,32,44,159
60,78,62,200
87,96,44,227
71,84,56,211
87,33,90,210
59,60,97,216
54,95,77,226
92,93,37,222
48,60,35,143
37,92,92,221
32,95,31,158
96,60,51,207
46,76,50,172
43,51,35,129
38,75,99,212
91,87,42,220
50,90,30,170
66,75,51,192
40,30,53,123
49,54,93,196
64,90,70,224
82,43,51,176
76,74,90,240
81,68,41,190
37,95,33,165
33,61,41,135
56,87,62,205
73,85,50,208
69,35,81,185
76,96,76,248
73,79,88,240
77,67,76,220
81,32,85,198
97,34,42,173
40,53,73,166
33,83,64,180
77,63,58,198
55,68,85,208
68,77,34,179
87,78,96,261
48,63,82,193
87,36,89,212
57,47,35,139
95,99,77,271
39,63,64,166
87,80,47,214
43,97,40,180
44,43,80,167
62,98,52,212
46,37,76,159
53,44,88,185
59,88,86,233
91,40,85,216
42,49,56,147
91,84,64,239
76,65,84,225
45,43,38,126
95,87,47,229
72,67,73,212
37,30,50,117
32,94,85,211
41,30,77,148
45,89,30,164
88,54,56,198
78,39,74,191
92,79,92,263
91,41,87,219
78,61,69,208
80,62,92,234
62,55,67,184
59,71,58,188
88,79,69,236
44,90,48,182
52,70,85,207
74,86,73,233
91,31,94,216
44,99,42,185
75,60,59,194
93,52,78,223
75,83,92,250
85,57,64,206
73,48,40,161
58,77,78,213
91,31,69,191
81,40,50,171
83,73,76,232
86,88,32,206
95,88,59,242
51,67,96,214
49,54,91,194
62,50,66,178
54,71,51,176
75,65,60,200
86,38,75,199
34,41,74,149
84,39,43,166
90,88,41,219
37,34,92,163
45,62,67,174
77,98,76,251
90,92,83,265
44,58,84,186
94,47,77,218
51,35,44,130
32,82,45,159
83,61,72,216
43,71,36,150
65,76,72,213
96,60,57,213
39,91,95,225
78,85,89,252
94,40,32,166
86,55,30,171
56,56,60,172
34,86,85,205
86,56,75,217
44,88,61,193
59,91,47,197
49,49,97,195
66,32,64,162
32,45,52,129
70,73,42,185
68,59,43,170
55,69,66,190
31,94,34,159
52,58,51,161
52,59,57,168
45,61,33,139
38,39,79,156
42,80,58,180
57,37,66,160
56,80,64,200
80,65,49,194
93,84,64,241
81,64,31,176
67,65,87,219
94,85,47,226
47,65,85,197
92,90,93,275
80,91,81,252
38,54,51,143
42,93,89,224
69,89,39,197
84,86,35,205
72,99,35,206
73,81,57,211
97,85,71,253
62,92,70,224
53,97,92,242
65,49,51,165
39,83,58,180
49,30,63,142
41,39,31,111
91,52,55,198
47,80,48,175
92,53,49,194
54,42,62,158
41,58,33,132
50,87,61,198
54,72,48,174
40,39,32,111
93,60,90,243
79,43,67,189
91,63,35,189
78,46,85,209
43,50,69,162
30,96,98,224
54,87,71,212
88,37,31,156
98,67,57,222
34,55,46,135
48,93,99,240
52,59,98,209
38,38,68,144
79,61,36,176
45,40,61,146
62,63,33,158
31,47,50,128
43,48,61,152
30,83,43,156
87,66,99,252
45,41,75,161
76,33,49,158
73,72,87,232
43,56,77,176
53,80,36,169
84,34,69,187
44,35,88,167
63,85,65,213
31,97,73,201
56,73,60,189
52,44,71,167
97,71,73,241
43,40,72,155
92,40,72,204
94,95,76,265
97,56,35,188
92,87,95,274
93,50,38,181
61,50,40,151
42,30,47,119
95,87,54,236
48,42,87,177
53,35,59,147
40,87,30,157
88,46,92,226
44,41,58,143
39,81,95,215
70,99,82,251
56,81,48,185
89,66,95,250
81,32,81,194
57,37,60,154
94,39,89,222
46,76,97,219
73,70,59,202
39,93,42,174
92,71,44,207
76,72,49,197
67,38,63,168
99,43,49,191
82,33,79,194
73,31,56,160
83,30,59,172
49,94,85,228
60,75,94,229
36,88,84,208
87,36,53,176
39,95,54,188
39,44,82,165
68,76,40,184
57,69,89,215
59,71,76,206
66,80,54,200
96,64,54,214
72,70,46,188
81,86,41,208
85,67,81,233
97,37,40,174
38,92,39,169
52,33,89,174
92,77,83,252
90,81,92,263
69,67,49,185
73,34,34,141
53,99,70,222
80,53,92,225
87,46,85,218
62,55,61,178
45,32,56,133
51,31,97,179
86,31,77,194
91,51,36,178
99,33,75,207
59,67,47,173
52,99,67,218
61,81,94,236
86,60,46,192
38,55,67,160
60,65,92,217
38,55,71,164
42,57,37,136
87,34,59,180
32,47,93,172
64,44,38,146
50,86,86,222
93,34,88,215
81,66,96,243
63,51,34,148
64,81,33,178
44,44,37,125
35,46,71,152
61,80,64,205
81,74,42,197
57,92,34,183
93,57,69,219
48,88,48,184
44,50,33,127
35,71,88,194
67,98,47,212
55,46,53,154
80,97,60,237
82,36,87,205
85,69,57,211
88,69,38,195
99,72,74,245
87,80,78,245
42,52,31,125
72,61,35,168
80,60,58,198
48,46,55,149
50,87,57,194
53,64,36,153
55,59,63,177
74,93,85,252
57,82,39,178
58,80,86,224
46,66,76,188
97,35,56,188
73,63,68,204
90,85,51,226
97,54,48,199
54,42,38,134
96,92,48,236
31,95,31,157
78,34,90,202
99,40,88,227
55,73,99,227
56,98,99,253
47,31,62,140
83,69,94,246
30,66,54,150
90,78,99,267
32,65,57,154
97,99,47,243
70,63,92,225
66,87,78,231
80,66,95,241
44,89,69,202
37,41,95,173
67,61,33,161
85,33,63,181
76,62,34,172
39,72,51,162
78,38,49,165
70,80,76,226
59,49,63,171
34,68,73,175
60,52,35,147
81,70,85,236
52,73,58,183
77,64,82,223
69,52,30,151
35,87,88,210
67,77,77,221
70,87,36,193
56,86,61,203
98,68,90,256
86,57,86,229
46,93,80,219
76,91,48,215
42,91,56,189
40,55,92,187
53,80,89,222
33,79,90,202
75,65,90,230
47,55,74,176
72,62,50,184
62,97,73,232
39,37,30,106
88,95,73,256
60,52,91,203
57,99,90,246
89,84,79,252
32,72,70,174
84,50,62,196
43,51,41,135
87,38,31,156
44,63,50,157
31,88,43,162
53,55,63,171
93,30,93,216
53,34,52,139
56,70,79,205
66,92,43,201
68,51,75,194
92,97,34,223
55,77,95,227
94,95,51,240
33,45,99,177
58,82,31,171
30,94,58,182
79,93,90,262
40,97,45,182
88,92,93,273
91,91,43,225
65,74,72,211
85,81,72,238
50,94,99,243
42,31,84,157
38,78,60,176
40,51,69,160
99,58,56,213
30,64,81,175
99,53,36,188
85,59,75,219
60,71,62,193
66,79,37,182
76,89,34,199
76,59,90,225
98,41,89,228
87,78,53,218
65,75,36,176
61,72,90,223
93,31,65,189
71,83,56,210
77,64,58,199
59,81,49,189
50,62,99,211
89,80,32,201
42,55,68,165
30,91,74,195
94,90,97,281
62,55,60,177
67,66,67,200
54,59,35,148
55,40,37,132
88,82,57,227
62,70,44,176
70,34,37,141
59,95,83,237
86,42,35,163
78,92,58,228
77,54,63,194
78,73,36,187
76,43,69,188
85,98,42,225
94,88,91,273
41,85,94,220
98,81,70,249
35,95,71,201
94,97,95,286
54,41,40,135
30,97,79,206
61,72,64,197
32,35,49,116
78,44,57,179
48,71,66,185
89,60,32,181
58,82,88,228
79,35,56,170
31,62,61,154
85,58,77,220
46,50,75,171
89,83,76,248
65,85,69,219
90,50,32,172
46,84,58,188
78,87,87,252
89,93,79,261
49,75,39,163
79,51,90,220
32,89,90,211
72,40,52,164
86,76,35,197
79,60,89,228
97,47,56,200
79,51,84,214
66,85,60,211
75,46,59,180
71,67,96,234
44,54,42,140
62,61,88,211
40,44,83,167
49,42,50,141
53,87,72,212
93,79,40,212
94,40,96,230
46,42,67,155
90,79,53,222
44,67,80,191
80,30,90,200
56,68,75,199
90,56,72,218
87,65,56,208
60,61,59,180
41,70,92,203
75,44,39,158
60,60,32,152
61,35,89,185
61,81,56,198
82,51,74,207
90,60,91,241
75,75,53,203
36,96,75,207
33,72,73,178
81,30,92,203
60,73,33,166
65,86,45,196
83,38,80,201
83,34,77,194
46,38,94,178
59,74,98,231
51,53,74,178
72,71,32,175
56,51,46,153
66,89,66,221
75,66,34,175
64,68,76,208
33,82,73,188
55,57,62,174
48,44,50,142
74,89,96,259
55,89,97,241
51,35,61,147
87,81,53,221
92,41,64,197
57,48,47,152
94,31,96,221
73,84,83,240
72,44,55,171
66,93,89,248
95,98,94,287
46,44,80,170
69,72,89,230
67,46,88,201
90,53,46,189
38,59,50,147
90,96,96,282
45,80,57,182
31,89,73,193
72,32,99,203
71,34,91,196
86,57,71,214
96,40,51,187
59,44,67,170
42,77,43,162
48,75,55,178
36,57,69,162
38,36,83,157
83,35,42,160
90,87,48,225
31,97,71,199
79,84,70,233
60,96,79,235
62,78,32,172
40,80,60,180
62,88,44,194
36,35,83,154
60,80,82,222
77,67,74,218
76,40,67,183
82,81,79,242
48,49,53,150
35,39,46,120
78,55,47,180
79,77,71,227
41,43,46,130
52,88,45,185
83,41,81,205
98,52,65,215
88,68,68,224
65,38,54,157
32,54,71,157
87,46,50,183
84,71,97,252
86,58,88,232
46,89,59,194
68,96,86,250
97,86,62,245
84,43,82,209
74,68,45,187
30,45,78,153
50,47,34,131
50,49,89,188
81,75,84,240
72,74,64,210
81,33,98,212
96,49,71,216
73,40,98,211
61,94,53,208
39,47,84,170
93,68,43,204
98,73,84,255
97,47,44,188
57,76,34,167
82,60,33,175
80,68,59,207
82,67,82,231
33,76,59,168
46,99,90,235
96,37,97,230
76,94,84,254
85,42,71,198
52,84,58,194
47,72,64,183
30,33,74,137
64,89,58,211
93,41,99,233
87,88,32,207
88,83,86,257
30,73,95,198
32,45,51,128
96,35,56,187
66,43,51,160
58,87,78,223
62,60,53,175
90,70,56,216
33,64,65,162
43,39,46,128
62,59,85,206
51,73,39,163
77,84,83,244
32,47,67,146
52,68,33,153
97,71,79,247
50,83,90,223
72,59,50,181
55,49,65,169
70,71,75,216
67,34,73,174
40,79,93,212
58,70,47,175
89,68,42,199
96,86,42,224
94,86,54,234
90,66,34,190
48,36,68,152
75,34,58,167
78,80,86,244
51,37,75,163
86,85,62,233
43,40,39,122
73,51,87,211
45,40,54,139
41,89,68,198
84,44,45,173
80,67,89,236
68,30,57,155
62,75,73,210
62,72,87,221
58,51,61,170
98,32,92,222
99,43,74,216
60,31,82,173
60,90,90,240
75,61,79,215
81,67,56,204
39,75,55,169
70,71,32,173
32,35,68,135
88,70,94,252
81,54,64,199
63,40,82,185
78,70,75,223
57,86,97,240
42,75,51,168
98,77,89,264
96,92,35,223
90,68,81,239
89,39,58,186
53,99,72,224
92,94,63,249
90,88,60,238
52,65,75,192
59,56,33,148
89,84,31,204
47,99,34,180
85,82,75,242
82,89,48,219
36,90,67,193
98,65,88,251
81,56,49,186
33,70,97,200
63,57,82,202
98,45,84,227
62,64,68,194
98,65,65,228
67,85,87,239
55,48,44,147
30,86,30,146
33,62,38,133
68,52,52,172
83,92,81,256
62,99,55,216
62,51,89,202
49,96,47,192
45,88,87,220
50,54,94,198
74,46,98,218
91,68,43,202
60,68,75,203
71,53,98,222
41,67,61,169
94,86,80,260
32,73,98,203
38,65,44,147
80,99,82,261
45,74,98,217
32,55,44,131
53,40,59,152
42,81,53,176
31,54,64,149
50,60,98,208
48,74,41,163
76,96,75,247
51,69,98,218
62,75,65,202
61,83,77,221
93,70,96,259
68,67,83,218
71,65,65,201
38,73,81,192
54,86,51,191
31,95,67,193
48,59,91,198
49,39,94,182
99,90,32,221
46,92,37,175
97,65,68,230
32,83,47,162
80,94,32,206
55,33,47,135
85,84,30,199
93,83,55,231
37,93,81,211
66,51,41,158
56,54,67,177
74,88,70,232
33,86,82,201
66,83,42,191
62,73,42,177
60,81,47,188
84,45,48,177
41,45,48,134
40,84,99,223
61,90,77,228
86,69,57,212
67,50,48,165
89,95,77,261
48,37,58,143
85,39,77,201
43,86,48,177
62,33,76,171
39,72,89,200
93,92,77,262
93,72,49,214
91,96,48,235
97,80,71,248
72,85,78,235
88,72,44,204
81,53,89,223
48,63,97,208
50,88,56,194
51,31,84,166
38,31,44,113
38,39,81,158
56,52,60,168
46,44,36,126
73,46,42,161
74,43,83,200
37,45,42,124
47,61,49,157
62,52,39,153
30,63,81,174
35,45,66,146
70,63,81,214
84,62,56,202
34,97,63,194
88,72,91,251
47,93,45,185
78,47,88,213
94,97,50,241
83,90,45,218
90,49,42,181
37,40,62,139
32,75,83,190
54,93,98,245
98,57,56,211
84,77,81,242
69,64,94,227
79,37,73,189
62,51,59,172
47,53,52,152
86,95,45,226
45,93,84,222
67,94,47,208
70,43,46,159
36,54,81,171
82,32,74,188
92,34,85,211
61,94,83,238
67,83,38,188
51,48,46,145
45,83,56,184
81,39,66,186
58,45,51,154
45,75,96,216
46,58,67,171
93,44,73,210
42,77,65,184
85,40,54,179
34,63,71,168
41,65,42,148
70,59,85,214
32,48,80,160
62,97,79,238
79,99,81,259
85,62,62,209
38,51,54,143
79,65,87,231
58,52,69,179
68,92,67,227
74,55,32,161
46,89,45,180
85,34,31,150
75,83,52,210
96,67,59,222
98,91,39,228
43,54,94,191
96,41,51,188
52,51,81,184
90,38,85,213
52,58,62,172
56,73,59,188
83,56,53,192
39,84,34,157
45,34,82,161
70,81,84,235
84,42,52,178
90,71,39,200
78,44,62,184
81,47,91,219
31,79,56,166
79,31,36,146
72,42,56,170
37,97,39,173
88,76,86,250
94,79,59,232
41,41,32,114
33,42,58,133
70,38,43,151
36,88,54,178
98,74,39,211
98,99,78,275
59,72,67,198
35,52,43,130
48,74,59,181
95,52,69,216
39,63,41,143
45,45,43,133
66,92,30,188
61,80,97,238
76,61,78,215
72,67,47,186
65,85,65,215
55,98,93,246
39,46,57,142
60,68,61,189
58,70,54,182
34,77,76,187
30,57,49,136
32,79,62,173
96,30,59,185
64,79,66,209
44,48,82,174
96,88,98,282
59,97,37,193
72,96,30,198
89,70,36,195
69,39,91,199
94,57,87,238
58,63,37,158
48,68,93,209
32,85,37,154
65,81,32,178
72,32,87,191
44,52,61,157
70,46,97,213
65,55,78,198
62,47,67,176
34,75,31,140
43,99,38,180
97,60,75,232
76,38,94,208
83,64,78,225
33,89,58,180
38,92,58,188
82,81,62,225
89,77,57,223
75,90,55,220
83,53,58,194
66,87,40,193
52,93,63,208
56,59,77,192
99,58,56,213
95,39,69,203
90,68,60,218
80,84,94,258
79,57,68,204
48,47,53,148
30,70,97,197
69,94,52,215
61,75,90,226
51,89,56,196
95,38,45,178
69,74,74,217
67,89,56,212
77,57,34,168
84,32,88,204
84,80,64,228
80,37,99,216
89,99,75,263
37,88,85,210
97,90,53,240
38,87,39,164
31,99,67,197
99,41,99,239
88,38,77,203
48,78,38,164
57,46,79,182
43,83,98,224
53,73,77,203
73,61,68,202
85,64,34,183
80,78,40,198
61,83,89,233
79,45,56,180
70,41,36,147
95,37,89,221
54,50,79,183
90,77,96,263
95,37,98,230
71,57,84,212
94,39,45,178
65,81,41,187
38,44,56,138
65,33,62,160
67,91,84,242
62,33,81,176
71,70,66,207
90,84,44,218
75,57,94,226
90,76,97,263
47,38,32,117
99,31,34,164
44,96,38,178
77,77,30,184
42,98,59,199
72,57,49,178
89,43,56,188
86,75,92,253
46,42,60,148
79,45,48,172
61,69,91,221
51,59,36,146
84,94,66,244
86,87,37,210
42,77,86,205
76,78,57,211
91,31,46,168
83,43,40,166
58,46,44,148
51,60,59,170
94,39,35,168
58,99,41,198
77,66,90,233
34,93,65,192
64,59,64,187
75,63,96,234
64,47,92,203
74,92,69,235
42,78,60,180
39,85,66,190
95,87,34,216
99,56,33,188
54,84,55,193
73,48,53,174
89,52,68,209
76,76,85,237
69,95,83,247
36,80,67,183
75,57,83,215
52,86,48,186
75,87,55,217
42,44,81,167
50,45,90,185
30,76,96,202
48,92,51,191
89,41,46,176
62,72,40,174
33,58,68,159
32,78,90,200
81,32,78,191
57,98,90,245
99,89,41,229
99,95,42,236
84,55,87,226
86,98,40,224
45,76,93,214
53,71,60,184
98,60,40,198
70,51,72,193
76,46,65,187
98,49,31,178
60,37,90,187
59,78,65,202
47,67,78,192
73,82,56,211
56,57,41,154
55,58,87,200
89,40,35,164
47,76,73,196
85,74,76,235
60,47,52,159
88,79,55,222
31,78,36,145
68,51,61,180
90,74,62,226
92,90,49,231
47,50,98,195
46,90,81,217
68,65,71,204
83,53,30,166
64,61,92,217
40,88,36,164
90,34,87,211
73,45,79,197
97,40,63,200
54,64,80,198
77,71,39,187
61,39,55,155
33,37,61,131
67,55,71,193
92,32,91,215
76,88,41,205
30,32,69,131
32,67,63,162
91,31,99,221
93,46,56,195
46,65,37,148
91,31,76,198
64,63,55,182
42,56,86,184
64,66,36,166
72,51,55,178
31,97,88,216
85,43,98,226
80,52,76,208
83,73,64,220
45,94,59,198
47,90,79,216
36,84,53,173
74,79,59,212
65,41,83,189
70,44,96,210
71,46,61,178
36,63,37,136
44,64,79,187
89,68,76,233
69,84,75,228
66,88,64,218
95,34,90,219
84,59,80,223
85,33,92,210
73,44,37,154
86,64,63,213
35,84,54,173
61,95,73,229
47,89,72,208
97,53,79,229
36,51,42,129
37,73,75,185
93,61,82,236
36,80,92,208
70,32,31,133
69,99,69,237
32,61,52,145
46,31,88,165
95,88,98,281
81,43,63,187
51,80,56,187
33,40,84,157
35,39,33,107
67,87,97,251
55,63,99,217
40,82,56,178
46,57,76,179
60,47,69,176
64,55,56,175
45,36,36,117
47,74,52,173
91,74,93,258
56,64,58,178
64,81,90,235
74,50,73,197
64,57,98,219
57,73,56,186
38,85,41,164
44,39,46,129
50,52,66,168
81,77,63,221
64,81,65,210
80,44,35,159
84,84,61,229
73,72,51,196
94,79,39,212
54,35,58,147
76,62,40,178
85,91,95,271
67,84,85,236
40,68,87,195
96,41,81,218
44,60,90,194
30,82,46,158
36,63,59,158
30,70,66,166
78,39,34,151
58,81,55,194
55,86,99,240
74,32,30,136
41,86,38,165
61,62,93,216
49,36,53,138
80,33,34,147
65,68,80,213
96,77,67,240
30,45,58,133
56,67,75,198
69,33,81,183
43,33,75,151
98,56,97,251
35,46,88,169
62,99,39,200
84,83,33,200
48,37,81,166
58,82,47,187
90,34,80,204
99,98,52,249
53,76,54,183
52,69,89,210
39,36,66,141
83,41,97,221
70,54,47,171
78,57,58,193
46,72,59,177
85,76,36,197
74,78,70,222
59,83,66,208
73,47,56,176
84,56,50,190
48,35,72,155
58,98,80,236
31,51,42,124
65,88,82,235
